left_lane,vehicle_id_left,vehicle_type_left,speed_left,acc_left,pos_left,time_stamp_left,middle_lane,vehicle_id_middle,vehicle_type_middle,speed_middle,acc_middle,pos_middle,time_stamp_middle,right_lane,vehicle_id_right,vehicle_type_right,speed_right,acc_right,pos_right,time_stamp_right,acc_lane,vehicle_id_acc,vehicle_type_acc,speed_acc,acc_acc,pos_acc,time_stamp_acc
left_lane,flow_HDV_0.0,HDV_ori@flow_HDV_0.0,32.3936,0.0,5.1,0.0,middle_lane,flow_CAV_0.0,CAV_ori,28.674447999999998,0.0,5.1,0.0,right_lane,flow_CAV_0.4,CAV_ori,23.936864000000003,-4.499999999999993,20.1371184,5.0,acc_lane,flow_HDV_1.0,HDV_ori,23.494646618674075,1.0057717013791745,2016.651716325557,14.0
left_lane,flow_HDV_0.0,HDV_ori@flow_HDV_0.0,32.39359999485224,-4.338360781730444e-09,40.73295999683454,1.0,middle_lane,flow_CAV_0.0,CAV_ori,28.674447999999998,0.0,36.64189280000001,1.0,right_lane,flow_HDV_0.3,HDV_ori,11.308748160495401,0.0,5.1,5.0,acc_lane,flow_HDV_1.0,HDV_ori,24.45284276601406,0.9188585077869149,2040.6476087147798,15.0
left_lane,flow_HDV_0.0,HDV_ori@flow_HDV_0.0,32.39359999122585,-3.792948177760991e-09,69.88719999035229,2.0,middle_lane,flow_CAV_0.0,CAV_ori,28.674447999999998,0.0,62.44889600000002,2.0,right_lane,flow_CAV_0.4,CAV_ori,19.43686400000001,-4.499999999999993,41.59898240000001,6.0,acc_lane,flow_CAV_1.0,CAV_ori,24.87146950168501,0.8134467976336524,2021.9384435100774,16.0
left_lane,flow_HDV_0.0,HDV_ori@flow_HDV_0.0,32.39359998772869,-3.2669333904777886e-09,102.28079997961166,3.0,middle_lane,flow_CAV_0.1,CAV_ori,26.417412430668257,2.6000000000000156,25.55358936665346,2.0,right_lane,flow_HDV_0.3,HDV_ori,12.686495679577243,1.2178345149894731,17.1782381691087,6.0,acc_lane,flow_HDV_1.0,HDV_ori,25.323049200458712,0.8303265975118634,2065.5521795012246,16.0
left_lane,flow_CAV_0.1,CAV_ori@flow_CAV_0.1,28.75483841141045,1.1379706619123198,81.16431566731376,4.0,middle_lane,flow_HDV_0.1,HDV_ori,18.042386628298996,0.37923134331670383,10.506014934251887,2.0,right_lane,flow_CAV_0.4,CAV_ori,19.196864000000023,2.6000000000000156,60.05184640000003,7.0,acc_lane,flow_CAV_1.0,CAV_ori,25.674546116376966,0.7870103052767163,2047.2193402101311,17.0
left_lane,flow_CAV_0.3,CAV_ori@flow_CAV_0.3,28.662224,0.0,19.431112,4.0,middle_lane,flow_CAV_0.0,CAV_ori,28.674447999999998,0.0,91.12334400000003,3.0,right_lane,flow_HDV_0.1,HDV_ori,22.25815492476816,0.6247183448681426,114.28289597045067,7.0,acc_lane,flow_HDV_1.0,HDV_ori,26.104875500762134,0.742393597583586,2091.277162659573,17.0
left_lane,flow_HDV_0.0,HDV_ori@flow_HDV_0.0,32.3935999847165,-2.8138913421571488e-09,134.6743999656466,4.0,middle_lane,flow_CAV_0.1,CAV_ori,27.82908157769769,0.8884978435031599,52.88275158368584,3.0,right_lane,flow_HDV_0.3,HDV_ori,13.574895331620823,0.9865899648823984,30.362531749937972,7.0,acc_lane,flow_CAV_1.0,CAV_ori,26.42999145945368,0.7265318773040974,2073.2787019028874,18.0
left_lane,flow_CAV_0.1,CAV_ori@flow_CAV_0.1,29.74285367972828,0.7262976334465421,113.42764382335098,5.0,middle_lane,flow_CAV_0.2,CAV_ori,9.218252483444715,0.2536224472549975,11.82582263898947,3.0,right_lane,flow_HDV_0.4,HDV_ori,0.586497058160109,1.4735237842802995,5.246361425408676,7.0,acc_lane,flow_CAV_1.1,CAV_ori,26.57535400000001,2.6000000000000156,2018.1616063006086,18.0
left_lane,flow_CAV_0.3,CAV_ori@flow_CAV_0.3,28.662224,0.0,50.95955839999998,5.0,middle_lane,flow_HDV_0.1,HDV_ori,18.960397119661565,0.9804651316618873,29.029985544663468,3.0,right_lane,flow_CAV_0.4,CAV_ori,21.519473423974613,1.9447460733439215,80.59244778246102,8.0,acc_lane,flow_HDV_1.0,HDV_ori,26.800057812558453,0.6570865712606633,2117.735086732066,18.0
left_lane,flow_HDV_0.0,HDV_ori@flow_HDV_0.0,32.39359998188327,-2.3877788635218167e-09,170.30735994709246,5.0,middle_lane,flow_CAV_0.0,CAV_ori,28.674447999999998,0.0,119.79779200000004,4.0,right_lane,flow_HDV_0.1,HDV_ori,22.829754294570865,0.529387718599601,136.86326350298285,8.0,acc_lane,flow_CAV_1.0,CAV_ori,27.05140104056837,0.6607572365145487,2097.347765266141,19.0
