vehicle_id,delay_time
flow_HDV_1.0,1.7426731375536988
flow_CAV_1.1,0.7085683825175713
flow_HDV_1.1,3.1096063412193873
flow_HDV_1.2,2.891841704930626
flow_CAV_1.4,2.205861271168447
flow_CAV_0.5,0.40163484793837206
flow_HDV_1.3,3.3129467477759986
flow_CAV_0.3,1.360063541662146
flow_CAV_0.6,20.77074532359192
flow_HDV_0.4,20.581216262350818
flow_CAV_0.11,14.270215357265835
flow_CAV_0.8,5.3780119898049294
flow_CAV_0.9,14.410403234233446
flow_HDV_0.7,24.14945799603717
flow_HDV_0.2,18.17019792932636
flow_CAV_0.13,7.2842373846639745
flow_CAV_0.15,17.26878456779554
flow_HDV_0.10,48.48216226424176
flow_CAV_0.17,49.11670226372317
flow_HDV_0.11,37.049515945723236
flow_CAV_0.24,28.45929585183357
flow_HDV_0.12,37.304004323864476
flow_CAV_0.21,35.68640950709289
flow_HDV_0.9,28.960711306764207
flow_CAV_0.20,44.18187307344084
flow_HDV_0.15,42.05493752109494
flow_HDV_0.13,56.72333972116206
flow_CAV_0.26,13.762552153223037
flow_HDV_0.16,46.81913208053124
flow_CAV_0.31,42.0220127587913
flow_CAV_0.36,21.475336551111987
flow_CAV_0.33,29.637407498835838
flow_CAV_0.34,20.980502319394677
flow_HDV_0.22,35.69665135361623
flow_HDV_0.24,37.182179681667165
flow_HDV_0.21,38.30742568565755
flow_HDV_1.7,9.830690656882906
flow_CAV_0.37,35.28162463786039
flow_CAV_0.39,34.508867953693034
flow_CAV_0.42,27.587161837284487
flow_CAV_0.40,24.579199530250243
flow_CAV_0.43,35.17359436126478
flow_HDV_0.31,29.662841289761623
flow_CAV_0.46,29.639901693579162
flow_HDV_0.28,26.166112051059887
flow_CAV_0.48,27.64305704788457
flow_HDV_0.34,37.786268472073324
flow_CAV_0.52,24.223996933033643
flow_HDV_0.38,33.00620196953462
flow_HDV_0.32,34.344379456263745
flow_CAV_1.12,23.175718739515816
flow_HDV_0.39,29.742190128362367
flow_CAV_0.61,31.81624066009763
flow_CAV_0.62,32.05523819544155
flow_HDV_0.35,23.937278287881444
flow_CAV_0.54,31.903409024639878
flow_CAV_1.13,25.276900688108856
flow_HDV_0.42,36.25582850191106
flow_CAV_0.49,21.56188991630035
flow_HDV_0.33,18.28884034091358
flow_HDV_0.40,19.799689813772694
flow_HDV_0.44,25.45492821249292
flow_CAV_0.66,21.631113856819688
flow_CAV_1.14,20.730947462456168
flow_CAV_0.68,20.676073975930624
flow_HDV_0.43,26.680335638543546
flow_CAV_0.72,12.602710560631326
flow_HDV_1.10,14.901546359912086
flow_CAV_1.15,8.617251609545882
flow_HDV_0.49,29.06431127936581
flow_CAV_0.81,8.399265678594432
flow_CAV_0.77,12.873219299538354
flow_HDV_0.57,23.595874238025427
flow_CAV_0.75,29.892540926769776
flow_CAV_1.16,18.135216650511573
flow_HDV_0.54,19.177329231074953
flow_HDV_0.53,18.38713879211699
flow_HDV_0.55,36.37949141166378
flow_CAV_0.84,39.09142834407937
flow_CAV_0.91,15.971728022913661
flow_CAV_0.78,5.148569248507596
flow_CAV_0.92,10.767659214779727
flow_HDV_0.59,39.63339764031378
flow_CAV_0.90,15.454315375915856
flow_CAV_0.96,32.079668975326236
flow_HDV_0.60,37.95461413678391
flow_HDV_0.61,31.16388447128958
flow_CAV_0.103,13.585950715127966
