vehicle_id,delay_time
flow_HDV_1.0,1.7426731375536988
flow_CAV_1.3,2.464372279082156
flow_CAV_1.6,8.329586631632914
flow_CAV_1.8,4.284807497404733
flow_CAV_1.9,7.609631032044582
flow_HDV_0.0,1.85811322901892
flow_HDV_1.6,3.8834254994283426
flow_CAV_0.1,2.589378446902274
flow_CAV_0.5,0.6059665860321464
flow_CAV_0.0,0.7471176119539763
flow_CAV_1.11,4.035655770111941
flow_CAV_1.12,8.173987974851032
flow_HDV_0.3,18.16910394536595
flow_HDV_1.8,2.723330354932714
flow_CAV_0.10,11.379657908304052
flow_CAV_0.6,18.650816406554746
flow_CAV_0.4,3.9519117006263933
flow_HDV_0.1,6.851692609345138
flow_CAV_0.13,11.251359136113845
flow_CAV_0.14,29.638965863226044
flow_HDV_1.10,11.447653320066518
flow_HDV_0.4,40.83740392876275
flow_HDV_0.2,20.29439866193978
flow_HDV_1.11,6.921069135566767
flow_HDV_0.9,45.79466668703684
flow_CAV_1.17,18.469168587785585
flow_HDV_0.8,16.150636994578143
flow_CAV_0.12,24.608668308534032
flow_CAV_0.18,43.64528912484677
flow_CAV_0.19,30.24003871643895
flow_CAV_1.18,17.376517340369524
flow_CAV_0.29,36.49672964324049
flow_CAV_0.23,7.54036161066464
flow_CAV_0.21,38.82310388011218
flow_HDV_0.12,25.121916736375166
flow_HDV_0.13,26.072485352858394
flow_CAV_0.24,44.562708074451656
flow_CAV_0.26,27.648368879787164
flow_HDV_0.18,33.362544335411286
flow_CAV_0.33,30.917544564189424
flow_CAV_0.31,17.02603918423324
flow_CAV_0.32,17.48901185965652
flow_HDV_0.16,24.951024035436458
flow_HDV_1.15,19.17599106251612
flow_HDV_0.25,28.356075983600828
flow_CAV_1.23,22.112722177146736
flow_CAV_0.39,28.467752066786506
flow_CAV_0.42,26.722607752262512
flow_HDV_0.28,30.70575249172042
flow_CAV_0.47,10.711295609203495
flow_HDV_0.30,37.10722231070327
flow_CAV_1.24,14.711594094639283
flow_CAV_0.37,36.48084062240524
flow_HDV_0.31,25.34690232138379
flow_HDV_1.17,21.039751463378778
flow_CAV_0.51,24.800130092650292
flow_HDV_0.27,38.897093130464945
flow_CAV_1.26,22.148421788022816
flow_HDV_0.34,27.790559355680486
flow_CAV_0.58,22.54116559667363
flow_HDV_1.18,30.5209332046361
flow_CAV_1.27,30.116095586476128
flow_CAV_0.57,16.979964090445236
flow_CAV_0.53,18.813269771283895
flow_HDV_0.39,29.317809599708827
flow_CAV_0.44,24.723153776346624
flow_CAV_0.48,50.539530809206596
flow_CAV_0.66,25.003942128917018
flow_CAV_0.61,18.292013415308713
flow_CAV_0.60,27.833692782308173
flow_HDV_0.43,26.00666140082466
flow_HDV_1.20,16.194948272666704
flow_CAV_0.65,39.83583587057384
flow_CAV_1.31,28.203211476816495
flow_HDV_0.42,37.250743392421285
flow_CAV_1.35,0.8391797430009813
flow_CAV_1.32,23.844735039608242
flow_HDV_0.47,38.622276362941086
flow_CAV_1.37,10.047925161604079
flow_HDV_1.24,19.59874618441588
flow_HDV_0.41,28.1222514367187
flow_HDV_0.46,25.696490615624025
flow_CAV_0.80,33.855864601539075
flow_HDV_0.54,24.67386597976623
flow_HDV_0.49,50.26170419229055
flow_HDV_0.55,37.98658476104013
flow_CAV_1.38,25.022902013064325
flow_HDV_0.50,47.46823706201185
flow_CAV_0.90,16.021391234642252
flow_CAV_0.78,47.56282315271349
flow_HDV_0.61,22.790912933474505
flow_CAV_0.94,34.238874166100906
flow_HDV_1.27,21.1440101687715
flow_CAV_0.93,16.237917218015635
flow_HDV_0.56,34.36428691703638
